Order ID,Product,Order Item ID,Product ID
84457e8b-4a8c-4201-be74-4009fa345acb,Cappuccino,d22e36e8-5c24-44b9-851c-059b4662383d,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
a5e90313-9a09-4b38-9612-987b03212ff9,Latte,46ea82aa-d2c2-4580-8bd0-642e3bc9f006,220010f3-3896-4dce-a942-076194127975
589e6b15-bf72-4e9c-a2d6-4c4b48c22831,Mocha,62ca5ce1-c9cd-4489-8e97-865aaef00240,0df4960d-3b27-4730-9a26-ccbc80b916c1
57e27793-d521-43c5-8c74-a4d22a4fec9e,Latte,35c87acd-6597-421f-9976-ac419ba60235,220010f3-3896-4dce-a942-076194127975
8163e088-38db-4faf-9695-dec1858430a8,Mocha,699071f3-9563-4005-876c-baefd5fd7adf,0df4960d-3b27-4730-9a26-ccbc80b916c1
54f579b7-8add-43e0-91e2-0ba44c6f3d75,Cappuccino,8044c36e-9c1c-4899-bf04-473a4c3879da,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
d95cb5e3-17db-4ed6-92f6-54a405749dea,Americano,c3c334b9-c29c-4672-a21b-c740d14231ab,b8091054-aaa4-40bc-bd75-f40ad8fcf350
ea00f486-e03f-4a35-b64f-e4bdef72e10a,Mocha,a4921150-2f4e-4f16-957a-837b46a3d1fc,0df4960d-3b27-4730-9a26-ccbc80b916c1
b0f35562-3751-47a0-b704-53fe9080670f,Americano,bef391fe-00ff-41b3-b559-7351cec75f9a,b8091054-aaa4-40bc-bd75-f40ad8fcf350
bfde562a-951e-4551-8d91-253ef56e7bc8,Espresso,86087490-0179-4e6f-abe7-17883771e1cf,80010a90-23a5-4347-bd2c-1b4c3bb02c79
5287246a-991f-42f5-97f0-edf4f558d96b,Cappuccino,f6de3c5e-dea5-4138-9b13-1c1b5198cb22,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
efac7d14-e4ea-4de2-ab10-ff007e8e7e19,Latte,e0b8e860-7117-4c63-81e7-2009898052a8,220010f3-3896-4dce-a942-076194127975
6b8175d7-4715-4341-83e6-9ab90ed9758f,Americano,159b8fe7-eeee-4464-9b77-f441ee8c9c94,b8091054-aaa4-40bc-bd75-f40ad8fcf350
466017fd-e19b-4247-8917-01eb2357290e,Americano,b4fbb1a6-e673-428c-b8b8-fcf4a9ac6fa0,b8091054-aaa4-40bc-bd75-f40ad8fcf350
86ea293e-8d65-4375-abab-358ada1daafe,Americano,5b3b300d-cfb4-49f6-8a12-1e95c6a3b8c6,b8091054-aaa4-40bc-bd75-f40ad8fcf350
40fa760d-2d67-46b4-94df-7c502950c60a,Latte,476a7099-5b15-4f29-b609-a241d8a9e5c9,220010f3-3896-4dce-a942-076194127975
f373fa76-a587-4f57-b36d-2f31159d30bf,Espresso,aa187c6d-81a3-4a4e-8d11-7996d4b460b7,80010a90-23a5-4347-bd2c-1b4c3bb02c79
68457ca3-5725-4bd9-90df-278bcc537312,Latte,3eb1fa9e-794e-44de-b999-5eb515dd1cc5,220010f3-3896-4dce-a942-076194127975
150a235f-ca3a-49e4-a7f0-a059a5fc37ea,Cappuccino,20b6ef4d-edf4-4576-be23-5ea8eae77a51,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
338da361-e82b-4642-943c-38dbbe1b7652,Espresso,44aa8f2f-9317-40d5-a433-053fd5ec91b3,80010a90-23a5-4347-bd2c-1b4c3bb02c79
db7fb0c0-9690-4132-9410-4861601c2688,Cappuccino,acbc32c7-b79f-4907-8212-942d845ae562,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
0d55594c-3336-4544-af26-1288220d77b3,Espresso,899ae06e-98c8-401c-b2d2-61b752fa6430,80010a90-23a5-4347-bd2c-1b4c3bb02c79
c7d87af3-9158-4714-a131-0b266d5265ab,Mocha,cf4c6e67-fe74-4d8d-b8a5-86be56b0723f,0df4960d-3b27-4730-9a26-ccbc80b916c1
3788ea49-1a24-4f3b-ae28-a9688d18084a,Latte,3660fec4-a78b-4a1f-babe-e47393dc362f,220010f3-3896-4dce-a942-076194127975
3788ea49-1a24-4f3b-ae28-a9688d18084a,Americano,09702219-0025-4c6f-ae12-b638d74b5dd8,b8091054-aaa4-40bc-bd75-f40ad8fcf350
3788ea49-1a24-4f3b-ae28-a9688d18084a,Mocha,39a5f606-f360-4b82-aa54-46a09de4f006,0df4960d-3b27-4730-9a26-ccbc80b916c1
3788ea49-1a24-4f3b-ae28-a9688d18084a,Cappuccino,75fb090e-e21f-4955-9e57-19fc8052416b,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
b77ab49b-79f0-4421-b542-93ff3304bb2b,Latte,c5b3259b-a2b5-42fa-9bc8-759a05122b38,220010f3-3896-4dce-a942-076194127975
99da8df3-d256-48c1-95b5-886e2ce5c07b,Mocha,145e0b2b-022e-40d5-a586-02f0cb7e08a1,0df4960d-3b27-4730-9a26-ccbc80b916c1
05231d73-9de2-4241-a98a-36c43699dc9f,Espresso,976100b2-54b3-4c6f-9b74-3977bb3f0f14,80010a90-23a5-4347-bd2c-1b4c3bb02c79
fe6480f0-be9d-40f1-afb8-73dea58e0a96,Latte,898c7b3e-a273-4f94-8b38-b3541c78ba33,220010f3-3896-4dce-a942-076194127975
1eb67485-32c6-4a48-af87-8f2c60c4615b,Cappuccino,8a7be06d-0da1-4977-ab13-936aba027748,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
1eb67485-32c6-4a48-af87-8f2c60c4615b,Latte,93edaf96-6593-4e53-8541-a4acbb42cc20,220010f3-3896-4dce-a942-076194127975
1eb67485-32c6-4a48-af87-8f2c60c4615b,Mocha,2b686065-6a0e-4b56-9d67-129937798f6c,0df4960d-3b27-4730-9a26-ccbc80b916c1
1eb67485-32c6-4a48-af87-8f2c60c4615b,Espresso,047274fd-00a6-430c-8db1-1e6108916efc,80010a90-23a5-4347-bd2c-1b4c3bb02c79
a323a2b0-e556-4fb3-bf0c-e7ceada7c543,Cappuccino,cb590b8a-9471-42d0-8a84-bab5c0083268,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
c5b92bb9-240d-4a23-90bd-92099ed9379f,Latte,84b434b7-3a39-4d95-82c7-886fa62b0e5d,220010f3-3896-4dce-a942-076194127975
cf8a65d6-342a-4442-aad3-b735417dcdf1,Americano,f02401dd-e5a9-4a1e-8a05-1448656e0e29,b8091054-aaa4-40bc-bd75-f40ad8fcf350
710d058f-ad2b-410a-8096-77674d68e07d,Espresso,1f5e7a15-4063-4cd7-8cb9-3b54b9fa05a9,80010a90-23a5-4347-bd2c-1b4c3bb02c79
6d21ae81-06d8-4b6b-af23-2ff5c097f320,Americano,c597ad60-64b1-4b7d-8545-7de45be54afc,b8091054-aaa4-40bc-bd75-f40ad8fcf350
9c931374-9d71-4183-b5f8-d710270bec8f,Americano,4fd97ea4-3159-482c-9b46-7e5bf8a63a98,b8091054-aaa4-40bc-bd75-f40ad8fcf350
b76290c6-4962-416c-8539-bb852cb27413,Latte,3b2d2a4e-fcc2-4f05-96c0-9fe2458fe907,220010f3-3896-4dce-a942-076194127975
41c98d06-1b28-4603-a570-1b9539656ac1,Cappuccino,07bba49c-3cf1-49b4-a5d7-5e878cc5431f,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
1c635efe-9e6e-4141-b5eb-20f032d58919,Latte,2b73bc31-6393-428f-826a-06b40f71e98b,220010f3-3896-4dce-a942-076194127975
57e199ff-8514-4ad1-aa95-f0db1a3aa7b8,Latte,d328eaa5-2913-43ee-88d1-7871380d7810,220010f3-3896-4dce-a942-076194127975
687319f4-f04f-4906-80d0-bbdfadca72cc,Americano,21f05cd6-da34-46a6-9c1f-ad45c4c0eb96,b8091054-aaa4-40bc-bd75-f40ad8fcf350
c218c9f1-1e2f-4959-a68b-058ddf090513,Espresso,f365d1bc-17a3-4878-b3cf-1efa5dfde7da,80010a90-23a5-4347-bd2c-1b4c3bb02c79
c218c9f1-1e2f-4959-a68b-058ddf090513,Mocha,c3d0c397-fe84-428c-ab7e-8ff073683028,0df4960d-3b27-4730-9a26-ccbc80b916c1
8898b3c6-5bc9-4fc8-8a4b-ecf602ded5b1,Cappuccino,d4afc074-971c-46c5-9812-a3351db1c903,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
e767b575-1a0f-4eea-89dc-42b5ebadbf37,Latte,0baf59d0-1f9c-4482-ac86-eb3a2c243d97,220010f3-3896-4dce-a942-076194127975
401ee7d5-f600-4aad-af54-d35959eff47f,Latte,277bed42-4cc1-4286-aac1-0c24ae27210f,220010f3-3896-4dce-a942-076194127975
b550a937-2bde-4e9e-a889-0d700d206df2,Espresso,00aced59-e5a2-4124-bcb9-0e053ec6c5af,80010a90-23a5-4347-bd2c-1b4c3bb02c79
0bb3a399-8672-4638-b938-c8cb7846746a,Latte,91d630ab-9f18-4dc1-beca-4eee0a8186e5,220010f3-3896-4dce-a942-076194127975
0e8c30ad-2e09-49e6-a907-14912f5fa12c,Latte,00dab24a-f622-4bd1-b6c5-f137b16df076,220010f3-3896-4dce-a942-076194127975
0e8c30ad-2e09-49e6-a907-14912f5fa12c,Mocha,850db2f0-4542-47a9-a920-e734b2250736,0df4960d-3b27-4730-9a26-ccbc80b916c1
be39e066-bdea-4f38-b841-8b1702ca0549,Latte,94c6ed0a-0c2b-4a84-b21a-e3a6dc25a499,220010f3-3896-4dce-a942-076194127975
f4d594f2-9752-49e0-8a62-24e46eac48c8,Americano,57a84ca1-0e91-4573-a4a3-7035b392b085,b8091054-aaa4-40bc-bd75-f40ad8fcf350
f4d594f2-9752-49e0-8a62-24e46eac48c8,Espresso,8f920ccf-c21e-42db-ba5e-75504e4cd7e6,80010a90-23a5-4347-bd2c-1b4c3bb02c79
f4d594f2-9752-49e0-8a62-24e46eac48c8,Mocha,b799649d-f00d-4c5a-921f-5e1475ee1104,0df4960d-3b27-4730-9a26-ccbc80b916c1
82436653-cb9e-41b2-b004-2983971d42a8,Americano,b375e124-c189-4b77-899c-510e0d69a8fc,b8091054-aaa4-40bc-bd75-f40ad8fcf350
c3349a10-2253-4a6b-a7a2-4b2d2f787345,Latte,1383049b-c28d-4d77-9dae-b1ebf009b632,220010f3-3896-4dce-a942-076194127975
c3349a10-2253-4a6b-a7a2-4b2d2f787345,Mocha,9838da80-fb97-4823-8c84-90005f874939,0df4960d-3b27-4730-9a26-ccbc80b916c1
c3349a10-2253-4a6b-a7a2-4b2d2f787345,Espresso,7d5f22d1-20c6-4213-9ad5-39481477ef3b,80010a90-23a5-4347-bd2c-1b4c3bb02c79
c5bfb02b-f4e6-4671-bd6b-42c9271f5bc1,Mocha,460e739f-4581-462f-a599-b4f65b0fb2a4,0df4960d-3b27-4730-9a26-ccbc80b916c1
c5bfb02b-f4e6-4671-bd6b-42c9271f5bc1,Latte,74382563-150d-4c74-9573-48e84dc4c445,220010f3-3896-4dce-a942-076194127975
20f374ea-64c2-457b-890b-0da1b830d7dd,Latte,ad14c704-20ee-4a7b-9646-0de895274d2d,220010f3-3896-4dce-a942-076194127975
08616910-7cd7-4ec4-828c-b59c1eb175d0,Americano,962e199c-8f82-406e-ad54-1949420ec7be,b8091054-aaa4-40bc-bd75-f40ad8fcf350
08616910-7cd7-4ec4-828c-b59c1eb175d0,Latte,76c74fac-fca8-4309-b8fb-3ea902976d6a,220010f3-3896-4dce-a942-076194127975
08616910-7cd7-4ec4-828c-b59c1eb175d0,Cappuccino,71616f67-e571-4f31-a11f-4f3fc9b2eb72,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
08616910-7cd7-4ec4-828c-b59c1eb175d0,Mocha,d143f919-e3fa-4f58-9522-f88ad242dfd9,0df4960d-3b27-4730-9a26-ccbc80b916c1
59b87b6c-70a0-434c-890d-000b5f5a1a52,Espresso,fe7955c5-d02a-408c-8591-399cca344109,80010a90-23a5-4347-bd2c-1b4c3bb02c79
4775f53c-b0db-4d2e-ae89-5dc89c968507,Mocha,79a5a203-9fe6-4be9-9a17-f66ca77f118c,0df4960d-3b27-4730-9a26-ccbc80b916c1
ad7d2046-1f9c-4bb6-9e5c-4ada4391fa0e,Americano,1f8dd261-84ba-490b-a5ab-4b1ef795a7ba,b8091054-aaa4-40bc-bd75-f40ad8fcf350
ad7d2046-1f9c-4bb6-9e5c-4ada4391fa0e,Latte,fc54b00e-fbb9-45d8-8282-365819f70ac4,220010f3-3896-4dce-a942-076194127975
7287f6a1-c173-4bc4-975f-9d5e32f104e7,Latte,ef9be13a-5b06-4f26-904a-f96e9c5c838b,220010f3-3896-4dce-a942-076194127975
7fb1b40d-bfa4-4ada-a48f-3f04fcbc51fb,Americano,7c362d54-b37d-43e1-bf4c-272c15afd23f,b8091054-aaa4-40bc-bd75-f40ad8fcf350
7fb1b40d-bfa4-4ada-a48f-3f04fcbc51fb,Mocha,edcf6b39-8a6a-47ca-b03d-9eee5ab367b6,0df4960d-3b27-4730-9a26-ccbc80b916c1
7fb1b40d-bfa4-4ada-a48f-3f04fcbc51fb,Cappuccino,8e8e1fa6-eb02-4421-820a-e1e0df5e300d,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
dd54ed11-fbd4-4a9c-9017-cd7df1ae35af,Espresso,448c4f1a-8baa-40ac-9694-04b23e235616,80010a90-23a5-4347-bd2c-1b4c3bb02c79
72e19784-4f56-4b20-b021-32913e34df5d,Mocha,467b962f-5f71-49a4-a804-88b8edaed191,0df4960d-3b27-4730-9a26-ccbc80b916c1
f4e62f83-7328-443c-97fa-274869dd9565,Americano,c9a25961-7a16-433b-be71-b9a3d03984af,b8091054-aaa4-40bc-bd75-f40ad8fcf350
14bd7ed9-64e1-4be3-8241-288a57f0818f,Cappuccino,bdf532b2-09db-45de-a64e-0eaa8c97288b,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
df230855-bc19-4b12-8f60-b2844ff90e96,Americano,b818cfb4-8c8d-4d43-a557-ed95cc0cbe19,b8091054-aaa4-40bc-bd75-f40ad8fcf350
ed980abc-edac-44bc-874f-70ece5e77525,Latte,02b97be7-22b6-4e2a-8927-5ffcbe80e619,220010f3-3896-4dce-a942-076194127975
5dbfdb37-3918-4204-b0e7-8382f43dceef,Americano,e967dd96-05aa-45c1-9783-692d04ebabd4,b8091054-aaa4-40bc-bd75-f40ad8fcf350
6116953f-95cf-4cd9-bc8f-b2309130aa88,Cappuccino,51265436-ce51-4838-a9e0-08fa5f0690b9,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
c246cd18-31c3-4c0a-a468-22ed6bd9d88a,Espresso,c293388f-b851-4ef3-afae-89d262bdc243,80010a90-23a5-4347-bd2c-1b4c3bb02c79
81178e36-ac36-4939-88a1-7bb728cfc7a7,Espresso,eb696972-2ac6-452d-bf15-5e03c9e4afa9,80010a90-23a5-4347-bd2c-1b4c3bb02c79
f9cecfb1-af68-4c37-8127-295231992098,Cappuccino,00f1a1c7-d5b1-4abf-942c-9ae1a1c5f3de,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
f16aea42-ec39-41a4-a0e9-57e3d1f95344,Latte,077c231c-4202-4966-a9e9-d6919a69eae0,220010f3-3896-4dce-a942-076194127975
c179f95b-0dfd-4c32-ba73-e6eaabec9c1c,Latte,f2c76fcf-d5d3-41cd-905b-41c6a070e81a,220010f3-3896-4dce-a942-076194127975
b015c5b3-b4a0-4994-a1ac-3c13310486d6,Mocha,7adbe344-b8cd-47e0-a30f-28432b88a898,0df4960d-3b27-4730-9a26-ccbc80b916c1
b015c5b3-b4a0-4994-a1ac-3c13310486d6,Latte,2de2a612-9570-4855-b490-397bfff92ce5,220010f3-3896-4dce-a942-076194127975
b015c5b3-b4a0-4994-a1ac-3c13310486d6,Espresso,1d0c946f-3028-44e8-adc3-4f53ea2b70a9,80010a90-23a5-4347-bd2c-1b4c3bb02c79
6fb5b04d-e55c-4186-b0a4-97cf88f9501d,Latte,de985f40-7f71-47e6-b7aa-aabd4e5aac2b,220010f3-3896-4dce-a942-076194127975
0c0e783a-2b36-456d-9b7c-be9c6a1357fb,Mocha,0efe9b5c-a381-4640-a724-086321e59f48,0df4960d-3b27-4730-9a26-ccbc80b916c1
b5360efd-c78e-4874-aa15-ac56fa723cff,Latte,01657b40-c74d-4bb1-889b-0466d5400353,220010f3-3896-4dce-a942-076194127975
1347240f-f43e-4767-9217-f2a9c6be1032,Espresso,c3c285ec-e916-4600-86c9-30a7944bfa7d,80010a90-23a5-4347-bd2c-1b4c3bb02c79
b4faa896-bc5a-4fa6-af7c-36b58d88770c,Latte,912844d0-1f7d-43a8-8bd3-812e1c5b2d18,220010f3-3896-4dce-a942-076194127975
0b7fd01b-a21b-4342-abb5-6fd6fe98d1cb,Espresso,711c037e-5468-4210-8089-d0a80a45befd,80010a90-23a5-4347-bd2c-1b4c3bb02c79
0b7fd01b-a21b-4342-abb5-6fd6fe98d1cb,Mocha,0bcfec34-8bf8-446d-b6a3-953f580eb826,0df4960d-3b27-4730-9a26-ccbc80b916c1
0b7fd01b-a21b-4342-abb5-6fd6fe98d1cb,Cappuccino,7e5ec3fa-466e-43bb-9f75-7f5edf489a9a,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
b3bfd459-7673-4aab-9c18-bd65472ee93c,Mocha,3bc4ea5e-943d-47df-80be-ff7ba78363bd,0df4960d-3b27-4730-9a26-ccbc80b916c1
4803478a-4651-4843-99ac-d5b272256f12,Latte,8ce0fee2-7afa-4ca8-85c6-3cd249d21508,220010f3-3896-4dce-a942-076194127975
5740badd-4031-4516-b398-bff76a5b9e72,Mocha,bccbac41-1f5d-494c-9ed7-dd0e89a76ee1,0df4960d-3b27-4730-9a26-ccbc80b916c1
04261ea0-0a74-422b-b7d2-19577628e939,Espresso,42cd90c2-4143-49d2-861b-df0256b22bfc,80010a90-23a5-4347-bd2c-1b4c3bb02c79
e949e044-ad92-43cf-a55c-e9021132e59f,Cappuccino,eacfdb5b-3b09-4a12-8439-f1b0ae977ab0,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
1ff86b70-c2d2-4fc9-8ffa-f74205fb5a34,Mocha,7b674c09-40dd-4c26-97d5-52fb5bc02f6a,0df4960d-3b27-4730-9a26-ccbc80b916c1
25118cd7-8ad9-41e1-b829-566e8d6f23fe,Espresso,0d12991a-2bce-418e-96d4-1aeb22abe3d4,80010a90-23a5-4347-bd2c-1b4c3bb02c79
25118cd7-8ad9-41e1-b829-566e8d6f23fe,Latte,88599e45-ec8a-49a4-96a8-66a51d975b4e,220010f3-3896-4dce-a942-076194127975
f6293f7e-cf17-419f-af94-f22935efc456,Latte,219f138e-4cb8-480a-9a0c-04bdae192e11,220010f3-3896-4dce-a942-076194127975
f6293f7e-cf17-419f-af94-f22935efc456,Mocha,369bc96d-61fc-403e-9b0d-89a7c5ccb166,0df4960d-3b27-4730-9a26-ccbc80b916c1
f6293f7e-cf17-419f-af94-f22935efc456,Cappuccino,ca746a43-bb8d-47fb-ad94-0b63c1763b9c,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
3d9e35d2-994a-4fdd-b825-5f1e6408542d,Espresso,928ea497-91cf-44e9-89e9-d577970bc83b,80010a90-23a5-4347-bd2c-1b4c3bb02c79
05466ace-c51a-4440-a854-85f2c7de233e,Mocha,09671bca-0fa0-4f0e-940d-1bd6e8465c36,0df4960d-3b27-4730-9a26-ccbc80b916c1
c3039555-06e8-479b-b62d-51ae74530524,Latte,dd18aec9-56de-415c-877a-3970c8f69742,220010f3-3896-4dce-a942-076194127975
bcebf679-a2ef-4621-9965-997144217f18,Mocha,10cd9fd6-cae0-4757-a1f5-fd63d920933a,0df4960d-3b27-4730-9a26-ccbc80b916c1
9a953bf9-40da-44e5-bc05-18da449ca483,Espresso,0901c03b-0e91-4f09-b66d-0666f57936af,80010a90-23a5-4347-bd2c-1b4c3bb02c79
2d051b6c-df00-49ca-a691-98888a42e356,Latte,b6eec337-d5ef-4c67-b22e-ba943be810d6,220010f3-3896-4dce-a942-076194127975
9d9973b9-d16f-4787-a630-9497780a5941,Americano,4a59993c-3833-49d2-b1a4-b35a0798f674,b8091054-aaa4-40bc-bd75-f40ad8fcf350
b4ad5465-3845-4b1a-9432-74fd66194988,Latte,664dd620-18f4-4897-89e0-3519ed9e5878,220010f3-3896-4dce-a942-076194127975
3a9b4985-3407-400a-914f-ef7dd4ebf09f,Cappuccino,f942858d-9475-45c7-92f9-4ed2bdd90cbc,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
3a9b4985-3407-400a-914f-ef7dd4ebf09f,Mocha,2ff4802f-c12f-4554-9654-1330f16f029c,0df4960d-3b27-4730-9a26-ccbc80b916c1
3a9b4985-3407-400a-914f-ef7dd4ebf09f,Americano,a0f97f67-7934-4f89-a6c9-a4c874c135c5,b8091054-aaa4-40bc-bd75-f40ad8fcf350
a3046dbe-019d-4699-8b83-d5a1a649e9b8,Cappuccino,8814d37f-7de1-40ae-b9e4-12ecf6d49d82,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
cfdbc716-b8ab-4103-9f54-acad6a99fb2a,Americano,000789fb-17e0-4408-99d7-e054dbb0b6f8,b8091054-aaa4-40bc-bd75-f40ad8fcf350
94466251-9fe8-42df-beb6-e025128862ee,Latte,b482a911-d1b1-41a3-aa54-e66f95651c02,220010f3-3896-4dce-a942-076194127975
311c9548-9332-4c8d-85a8-bf4edd25faa8,Latte,00ff46c1-1602-4d8d-a9ee-6ea6199f62aa,220010f3-3896-4dce-a942-076194127975
83001ade-9815-459b-b288-8aa83c29b825,Mocha,2f57f61f-62aa-46b6-a19b-6ddf5e008095,0df4960d-3b27-4730-9a26-ccbc80b916c1
ecb3ba0e-e96e-4680-8a43-40cafd7c874d,Mocha,a2c96d06-fac1-48bc-8c00-1cb9cf6c91d8,0df4960d-3b27-4730-9a26-ccbc80b916c1
ecb3ba0e-e96e-4680-8a43-40cafd7c874d,Americano,01739448-734a-4949-85b6-2e099a8ab143,b8091054-aaa4-40bc-bd75-f40ad8fcf350
c92894f3-f418-4b12-a168-73fe777d6ba5,Espresso,c106a861-1628-4fb5-b766-e86885f8d0c9,80010a90-23a5-4347-bd2c-1b4c3bb02c79
ac1f35bf-06fc-4d4d-8be6-6f892630dc88,Mocha,a6af9260-7016-4441-82ec-39bc8c2f1b3b,0df4960d-3b27-4730-9a26-ccbc80b916c1
18fc3f33-64ca-41db-8174-f55c9ef80f16,Americano,96453300-df24-4ffc-a7f9-76ea322935db,b8091054-aaa4-40bc-bd75-f40ad8fcf350
1df93fd6-f3a7-4bd5-9930-cefe8e4cb604,Cappuccino,69faab55-f62c-449f-ba62-e674b33a7605,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
84b3c3a7-0aa0-4d82-a209-d962331f399d,Cappuccino,e84b7645-2da6-4567-9246-9789370ff382,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
5078feb3-5bd4-409b-a88d-3e3944a66da3,Espresso,c43a4182-544c-4c69-b020-c59cf9daa82f,80010a90-23a5-4347-bd2c-1b4c3bb02c79
273c3c4d-484a-4e63-8a33-4f3d05b898cd,Cappuccino,24ccb1b7-ea9c-4a59-8602-f468935eb6ac,9dab24fe-8ae9-4c0c-80ef-b0b3c70a5247
